cif_file,formula,volume,density,n_atoms,metal,CN_metal,spacegroup,spg_number
qmof-ff432b6.cif,Co2 H20 C28 N12 O8,742.3541833,1.723274382,70,Co,6,Cc,9
qmof-2dc3acb.cif,Co2 H36 C36 N4 O12,1222.468056,1.133620259,90,Co,6,P2_1/c,14
qmof-c8f0292.cif,Co2 H48 C44 N12 O12,1093.27456,1.60208842,118,Co,6,P2_1/c,14
qmof-3c5b84b.cif,Co2 H40 C52 N8 Cl4 O8,1203.661925,1.606651948,114,Co,5,P-1,2
qmof-ed8aa33.cif,Mn2 H16 C12 O8,366.7692043,1.802509539,38,Mn,6,C2/c,15
qmof-cde196e.cif,Fe2 H22 C34 N6 O8,755.1286089,1.658637517,72,Fe,6,P-1,2
qmof-98dce4c.cif,Mn2 H56 C64 S6 N4 O12,1518.752643,1.503819974,144,Mn,6,P-1,2
qmof-c6a46ca.cif,Co2 H14 C14 N4 Cl2 O8,456.2078362,2.02033157,44,Co,6,C2/c,15
qmof-3af1f54.cif,Co2 H22 C30 N4 O10,627.2943472,1.896369303,68,Co,5,P-1,2
qmof-00019ff.cif,Co1 H28 C36 Br4 N8 O4,906.27761,1.860128053,81,Co,6,P-1,2
qmof-16367a4.cif,Co1 H24 C24 S2 N6 O8,587.3355533,1.830768376,65,Co,6,P-1,2
qmof-e613dd1.cif,Fe1 H10 C8 S2 N4 O6,307.3794626,2.042930138,31,Fe,6,P-1,2
qmof-15415b4.cif,Co3 H46 C66 N20 O14,2839.660852,0.888843391,149,Co,6,P-1,2
qmof-8491731.cif,Mn2 H32 C52 N4 O10,1004.702562,1.624186145,100,Mn,6,P-1,2
qmof-6b5adb3.cif,Ni2 H8 C32 S4 N6 O10 F24,1111.38676,1.999197805,86,Ni,6,P-1,2
qmof-421f50d.cif,Ni2 H8 C4 O12,283.3960501,2.141538843,26,Ni,6,C2/c,15
qmof-98d4a6a.cif,Ni4 H64 C88 N12 O20,2166.992043,1.413257853,188,Ni,6,C2/c,15
qmof-43f82df.cif,Co4 H32 C32 N4 O20,971.4028557,1.757875713,92,Co,5,P1,1
qmof-5e0cc90.cif,Co4 H64 C104 N24 O32,2732.751769,1.456822652,228,Co,5,P2/c,13
qmof-175a5d9.cif,Fe6 H12 C42 N18 Cl6 O12,3336.073021,0.75083298,96,Fe,6,R-3m,166
qmof-8d7621b.cif,Co6 H60 C48 N24,2413.798942,0.912719001,138,Co,4,P1,1
qmof-7abfe60.cif,Mn1 H19 C23 N3 O8,525.6769067,1.643713087,54,Mn,6,P1,1
qmof-f5c8d10.cif,Co2 H40 C36 N4 O8,841.6969089,1.528149765,90,Co,6,P-1,2
qmof-ea5c37d.cif,Co10 H52 C44 O64,2142.797218,1.700355491,170,Co,6,P2_1/c,14
qmof-06b3283.cif,Ni1 H22 C28 N8 O6,676.5639262,1.534516317,65,Ni,6,P-1,2
qmof-753c2a3.cif,Mn2 H52 C48 N4 O8,1216.461668,1.2597078,114,Mn,6,P-1,2
qmof-3f13ba6.cif,Ni1 H18 C20 N2 O6 F4,520.6439078,1.649088583,51,Ni,6,P-1,2
qmof-70309b4.cif,Ni2 H16 C16 N8 O8,593.6714434,1.582395708,50,Ni,6,C2/c,15
qmof-59424b3.cif,Co3 H24 C40 S2 N6 O12,1009.170236,1.680960598,87,Co,5.333333333,P-1,2
qmof-bd08a72.cif,Mn4 H24 C16 O28,743.5804793,1.974336178,72,Mn,6,P2/c,13
qmof-8624330.cif,Mn6 H80 C132 N8 O30,3210.412545,1.338456019,256,Mn,6,P1,1
qmof-47c58b4.cif,Co4 H52 C56 N8 O18,1552.937993,1.455074887,138,Co,6,C2/c,15
qmof-00cb461.cif,Co10 P4 H80 C92 N16 O44,2775.224739,1.691475045,246,Co,5.2,Pc,7
qmof-5e85f9b.cif,Co1 H20 C24 N4 O4,614.1444839,1.317771718,53,Co,6,P-1,2
qmof-48a32b2.cif,Co2 H38 C36 N10 O8,879.5515832,1.617237179,94,Co,6,P-1,2
qmof-d1c7a8a.cif,Co2 H40 C38 N4 O18,959.1829629,1.659541251,102,Co,6,P-1,2
qmof-830ed1c.cif,Co4 H32 C48 N8 O16,1292.643181,1.557643654,108,Co,6,P1,1
qmof-7bf11ac.cif,Co2 H44 C74 Br4 N4 Cl4 O8,2139.712339,1.316548019,140,Co,4,P-1,2
qmof-f75536d.cif,Co8 H144 C224 S8 N16 O40,5601.05741,1.31264814,440,Co,5.5,P2_1/c,14
qmof-b6c5aeb.cif,Co12 H88 C48 O80,2388.393847,1.844064298,228,Co,6,P2_1/c,14
qmof-6e4326e.cif,Ni2 H46 C38 S2 N12 O12,1210.312484,1.43285611,112,Ni,6,P-1,2
qmof-cdc8443.cif,Co4 H72 C104 N16 O20,2390.018745,1.46009045,216,Co,6,P2_1/c,14
qmof-42b6d9f.cif,Co6 H30 C30 O24,1298.063778,1.443170336,90,Co,6,R-3,148
qmof-f151cd3.cif,Co3 P4 H22 C16 N2 O20,648.869237,2.208634241,67,Co,5.333333333,P-1,2
qmof-aabf74a.cif,Mn1 H12 C6 N8 O4,302.4729407,1.730127559,31,Mn,6,P-1,2
qmof-e0fabe9.cif,Ni3 P4 H24 C14 N2 O18,706.1320508,1.900839883,65,Ni,6,P-1,2
qmof-e91bdca.cif,Ni4 H56 C80 N16 O18,2956.638668,0.990812406,174,Ni,6,P1,1
qmof-af43c12.cif,Ni3 H12 C21 O15,710.4838991,1.590206531,51,Ni,6,C2,5
qmof-9a34843.cif,Co2 H48 C72 N8 O8,1885.894653,1.119180187,138,Co,6,P-1,2
qmof-6807fed.cif,Co4 H68 C100 N12 O16,2558.469646,1.252258944,200,Co,7,P-1,2
qmof-605c8c0.cif,Co3 H33 C57 N6 O18,2574.134158,0.817131592,117,Co,6,Amm2,38
qmof-3788637.cif,Co2 H20 C26 O12,565.9699992,1.884477832,60,Co,6,P2_1,4
qmof-4c15177.cif,Ni4 H60 C92 N8 O16,1983.487506,1.480369984,180,Ni,6,C2/c,15
qmof-7c417f3.cif,Mn6 H36 C24 O36,899.4117284,2.27116339,102,Mn,6,P-1,2
qmof-fbdc467.cif,Ni6 H96 C148 S6 N8 O40,3845.590786,1.36921647,304,Ni,6,P-1,2
qmof-dd19832.cif,Mn4 H28 C28 N4 O24,880.6791607,1.931313726,88,Mn,6,C2/c,15
qmof-4fbb0a5.cif,Mn2 H24 C34 N12 O8,870.9965269,1.598596564,80,Mn,6,P-1,2
qmof-09f8fe4.cif,Mn2 H36 C42 N4 O8,954.8250213,1.451513337,92,Mn,6,P-1,2
qmof-5533340.cif,Co2 H20 C38 N8 O14,898.0557226,1.720487221,82,Co,6,Cc,9
qmof-fabe969.cif,Mn10 H52 C64 N24 O24,2589.686183,1.340534514,174,Mn,5.4,P-1,2
qmof-0267c10.cif,Ni2 H12 C12 N4 O12,411.8438504,2.103193059,42,Ni,6,C2/c,15
qmof-f943c7b.cif,Fe6 H12 C24 O36,1050.183485,1.915453683,78,Fe,6,P1,1
qmof-1105864.cif,Co2 H88 C86 N8 O14,2420.56355,1.080835067,198,Co,4,P-1,2
qmof-0e1dfe7.cif,Ni12 H72 C136 O40 F48,3598.694051,1.828292683,308,Ni,5.666666667,P2_1/c,14
qmof-602401f.cif,Fe2 H60 C60 N8 O8,1319.422634,1.425740011,138,Fe,6,P-1,2
qmof-6884d48.cif,Mn2 H34 C40 N14 O14,1039.668784,1.668510064,104,Mn,6,Cc,9
qmof-81003ca.cif,Ni4 H20 C20 N8 Cl4 O12,873.0711711,1.78974554,68,Ni,6,Pna2_1,33
qmof-05f7938.cif,Ni3 H48 C72 N30,2102.831101,1.191951176,153,Ni,6,R-3,148
qmof-f9b83bc.cif,Mn12 H64 C64 N40 O48,2716.657799,1.724127267,228,Mn,6,Pbca,61
qmof-e48c38e.cif,Ni1 P2 H32 C30 S4 N6 O4,854.625731,1.534026498,79,Ni,6,P-1,2
qmof-c214461.cif,Co4 H16 C4 Se4 N4 O12,460.3017828,3.116022936,44,Co,5,P2_1/c,14
qmof-f73a75b.cif,Fe1 H24 C34 S2 N6,707.0363407,1.495041434,67,Fe,6,P1,1
qmof-c207cf7.cif,Co2 H24 C20 O12,490.6355028,1.94357601,58,Co,6,P2_1/c,14
qmof-792f814.cif,Co9 H66 C90 O48,4341.857156,0.935415642,213,Co,6,R-3,148
qmof-4c6c409.cif,Co4 H60 C84 N8 O16,2628.40215,1.057043052,172,Co,5,C2/c,15
qmof-2c7baba.cif,Mn4 H36 C24 O18,700.3806073,1.973270129,82,Mn,6,C2/c,15
qmof-a34800e.cif,Co6 H204 C216 N24 O36,5398.420863,1.250588447,486,Co,4,P-1,2
qmof-4e8726d.cif,Co2 H26 C28 N12 O8,775.9506099,1.661603551,76,Co,6,P-1,2
qmof-07cc468.cif,Mn6 H84 C66 N12 O18,2813.815244,0.981441275,186,Mn,6,P3_221,154
qmof-07f6650.cif,Co2 H24 C30 S2 N8 O8,823.9026833,1.625579115,74,Co,4,C2/m,12
qmof-d95c17f.cif,Mn4 H20 C6 Se4 N4,437.2718881,2.59688847,38,Mn,4,Cmc2_1,36
qmof-e734cfa.cif,Ni2 H32 C16 S4 N12 O4,663.7075959,1.756718843,70,Ni,6,C2/c,15
qmof-c5b8465.cif,Co6 H78 C57 N6 O30,2068.829798,1.349128902,177,Co,6,P1,1
qmof-5b71479.cif,Co4 H104 C128 N16 O16,2799.284409,1.398783865,268,Co,5,P-1,2
qmof-a52b53c.cif,Ni2 H52 C32 N8 O8,927.5685985,1.421765448,102,Ni,6,P-1,2
qmof-19f5483.cif,Ni4 H108 C132 N24 O22,3494.308203,1.243722034,290,Ni,6,P-1,2
qmof-5f3eef5.cif,Mn4 H52 C102 O24 F36,2598.923063,1.638982418,218,Mn,5,P-1,2
qmof-1f43ca5.cif,Co6 H60 C78 N6 O33,2854.097645,1.14205024,183,Co,6,P3_121,152
qmof-708a740.cif,Co4 H80 C120 N16 O24,3621.223489,1.084829933,244,Co,6,C2/c,15
qmof-ed31a4e.cif,Co1 H18 C22 N2 O10,482.9670538,1.819906205,53,Co,6,P-1,2
qmof-edbe407.cif,Co8 H72 C96 N16 O36,3847.940791,1.077619285,228,Co,6,P2_12_12_1,19
qmof-6d3d4f5.cif,Ni2 H26 C36 N6 O14,847.6514665,1.731765471,84,Ni,5,P1,1
qmof-9b35a57.cif,Mn4 H64 C104 N8 O16,2275.515752,1.387543657,196,Mn,6,P-1,2
qmof-bb9d22a.cif,Ni2 H24 C16 O16,555.5685392,1.762671056,58,Ni,6,C2/c,15
qmof-9ac831b.cif,Co4 H32 C24 O16,719.1833511,1.875386002,76,Co,4,P2/c,13
qmof-e278422.cif,Co6 H36 C24 O20,790.1581236,2.097597298,86,Co,5.333333333,P1,1
qmof-a2987bf.cif,Ni4 H72 C32 I8 O16,1347.9253,2.418157089,132,Ni,6,Pbcn,60
qmof-fe6f735.cif,Co2 H64 C58 N8 O12,1384.534602,1.418878742,144,Co,4,P-1,2
qmof-b89c781.cif,Mn8 H40 C40 O48,1351.955337,2.122687545,136,Mn,6,P-1,2
qmof-3404b3b.cif,Co4 H24 C48 N16 F8,1123.734705,1.791753601,100,Co,4,P2_1/c,14
qmof-d79b3e3.cif,Ni2 H56 C40 N8 O16,1438.003891,1.180507795,122,Ni,6,P2_1/c,14
qmof-4f2905b.cif,Co1 H24 C18 S2 N6 O2,556.6149301,1.430439828,53,Co,6,P-1,2
qmof-15e8a31.cif,Mn2 H16 C8 N8 O16,479.1878427,2.044998572,50,Mn,6,C2/c,15
qmof-fc193c1.cif,Ni4 H116 C76 N20 O16,2707.089376,1.104514764,232,Ni,6,C2/c,15
qmof-718ab88.cif,Co1 H28 C32 S2 N14,851.8547489,1.426361122,77,Co,6,P-1,2
qmof-119dee0.cif,Mn1 H14 C18 N12,454.0535517,1.657864429,45,Mn,6,P1,1
qmof-9f3f1aa.cif,Mn2 H20 C28 N4 O8,628.1004135,1.719378522,62,Mn,6,P-1,2
qmof-21ceae6.cif,Mn1 H22 C22 S2 N8 O6,660.5975923,1.542220912,61,Mn,6,P-1,2
qmof-7b32a82.cif,Ni2 H8 C8 O12,260.2100855,2.63894689,30,Ni,6,C2,5
qmof-0138985.cif,Co4 H64 C96 N8 O16,2497.289994,1.211056774,188,Co,6,P-1,2
qmof-579b1ee.cif,Mn8 H124 C160 N32 O40,4361.407707,1.360894655,364,Mn,6,P2_1/c,14
qmof-ece7ed8.cif,Mn2 H8 C8 N16,369.0017167,1.971633061,34,Mn,6,C2/c,15
qmof-e6bee8a.cif,Co2 H26 C40 N10 O8,936.0754089,1.583350838,86,Co,6,P-1,2
qmof-6136401.cif,Ni4 H40 C28 N32,1032.344769,1.704387803,104,Ni,6,P2_1/c,14
qmof-986df6a.cif,Co12 H114 C150 N18 O48,4562.994958,1.326030998,342,Co,5.5,P2_1,4
qmof-87b86ca.cif,Ni6 H56 C76 N20 O28,2620.286332,1.298840371,186,Ni,6,P-1,2
qmof-1258c57.cif,Co4 H48 C76 N8 O20,2053.758387,1.317081009,156,Co,6,P2_1/c,14
qmof-0bbe81c.cif,Mn2 H24 C28 N8 O8,707.8784492,1.666489419,70,Mn,6,P-1,2
qmof-8438e2d.cif,Mn6 H180 C156 N48 O24,5748.964793,0.993913058,414,Mn,6,R-3c,167
qmof-5ee8a95.cif,Ni2 H44 C36 N4 O12,912.2892977,1.532855827,98,Ni,6,P-1,2
qmof-a46e53c.cif,Co2 H30 C42 N4 O10,957.0856146,1.506973202,88,Co,6,P-1,2
qmof-45eb13a.cif,Mn4 H68 C76 S4 N12 O28,2643.48962,1.222044025,192,Mn,6,P2_1/c,14
qmof-633c6b8.cif,Fe2 H16 C20 S4 N28,890.710913,1.656377476,70,Fe,6,C2/c,15
qmof-2fa85e9.cif,Co2 H24 C30 N8 O10,943.4996015,1.362972363,74,Co,5,P-1,2
qmof-1a7963c.cif,Mn4 H56 C80 N16 Cl8,1945.008576,1.489598589,164,Mn,6,P2_1/c,14
qmof-9fd94e8.cif,Mn2 H18 C14 N14 O6,536.3945686,1.821097986,54,Mn,6,P-1,2
qmof-845e57e.cif,Co4 H44 C52 N4 O24,1251.899181,1.783566483,128,Co,5,C2/c,15
qmof-1f21a3f.cif,Co6 H66 C114 N6 O26,4686.800868,0.811125641,218,Co,6,R-3c,167
qmof-8367b96.cif,Ni3 H12 C18 O16,909.8735074,1.205168682,49,Ni,6,Cm,8
qmof-0074d70.cif,Co2 H28 C44 S4 N12,985.1446552,1.636528427,90,Co,6,C2/c,15
qmof-2b9efc6.cif,Co16 H144 C144 S24 N64 O72,5645.862298,1.657509256,464,Co,4.5,P2_12_12_1,19
qmof-2313b16.cif,Mn4 H32 C52 N4 O20,1646.599511,1.26318136,112,Mn,6,C2/c,15
qmof-f22f6f8.cif,Co1 H22 C14 N2 O8,557.2992123,1.207538909,47,Co,6,P-1,2
qmof-b54e410.cif,Mn6 H36 C60 N24 O24,1619.421549,1.85257514,150,Mn,6,P2_1,4
qmof-f11cf88.cif,Ni2 H48 C64 N4 O20,1450.23262,1.50050584,138,Ni,6,C2/c,15
qmof-18924f9.cif,Mn4 H120 C140 N8 O32,3335.689589,1.317322982,304,Mn,6,P2_1/c,14
qmof-6052971.cif,Fe1 H38 C28 S4 N8 O4,906.318816,1.34620792,83,Fe,6,P1,1
qmof-5f6e986.cif,Co4 H52 C72 N12 O16,2716.428717,0.964004053,156,Co,6,Pbam,55
qmof-235f291.cif,Ni2 H16 C24 N8,1017.954305,0.870801373,50,Ni,4,C2/c,15
qmof-2d513b1.cif,Mn6 H30 C42 N6 O30,1247.411896,1.901385723,114,Mn,6,R-3,148
qmof-882e145.cif,Co16 H96 C96 N64,4532.335881,1.131790171,272,Co,4,Pbca,61
qmof-f3146bd.cif,Fe2 H26 C40 N4 O18,883.9871849,1.807722923,90,Fe,6,P-1,2
qmof-9ef7236.cif,Ni1 H18 C20 N8 O6,576.2533318,1.513135887,53,Ni,6,P-1,2
qmof-06381fc.cif,Mn4 H20 C16 O26,719.3016903,1.957798387,66,Mn,6,P1,1
qmof-7787227.cif,Co2 H16 C20 N16 O4,594.9265826,1.848623622,58,Co,6,P-1,2
qmof-8f8e33d.cif,Ni2 H36 C48 S4 N16 O12,1978.721183,1.069596791,118,Ni,6,P2_1/c,14
qmof-b5a4fdc.cif,Mn8 H20 C4 S4 N20 O24,999.2878208,2.160381444,80,Mn,6,Pnma,62
qmof-0ff1453.cif,Co8 P16 H80 C100 O48,4074.831105,1.229347883,252,Co,4,P1,1
qmof-ac415a0.cif,Co1 H26 C32 N10 O6,729.1737107,1.606730663,75,Co,6,P-1,2
qmof-e4d40d7.cif,Co3 H30 C18 O24,666.9914218,2.009641558,75,Co,6,C2,5
qmof-d9d0b10.cif,Co4 H16 C36 N8 O16,788.828929,2.215140654,80,Co,5,P2_1/c,14
qmof-c706859.cif,Ni2 H40 C40 N4 O16,939.62602,1.679136698,102,Ni,6,P1,1
qmof-42d5f8c.cif,Mn3 H54 C90 N6 O12 F18,3263.913333,0.975903027,183,Mn,6,P-3,147
qmof-ce52fe3.cif,Co2 H16 C24 N8,513.5094518,1.727781994,50,Co,4,P-1,2
qmof-b155426.cif,Ni3 H60 C48 S6 N18,1358.770374,1.536876348,135,Ni,6,P1,1
qmof-feeca2a.cif,Mn4 H48 C56 N8 O20,2063.236488,1.10483943,136,Mn,6,C2/c,15
qmof-b32c7d2.cif,Fe2 H8 C16 O10,753.9312522,1.039404415,36,Fe,6,Cm,8
qmof-3b123f8.cif,Mn2 H12 C8 O16,437.7961015,1.798038346,38,Mn,6,C2/c,15
qmof-2ff8597.cif,Fe2 H32 C44 S4 N20,1206.399194,1.487671228,102,Fe,6,P-1,2
qmof-f0d2335.cif,Co6 H84 C100 N8 O32,2791.627429,1.346316902,230,Co,6,P1,1
qmof-b46a7a6.cif,Ni3 H40 C54 N12 O14,1470.204054,1.419787033,123,Ni,6,P-1,2
qmof-9d46947.cif,Mn1 H8 C10 N8 O2,318.6527759,1.704876296,29,Mn,6,P-1,2
qmof-45b64b9.cif,Fe4 H16 C32 O20,1415.228539,1.107438764,72,Fe,6,I4_122,98
qmof-5aed73f.cif,Co8 H80 C88 N8 O32,2670.686982,1.388448451,216,Co,6,C2/c,15
qmof-99b5526.cif,Mn4 H24 C8 O24,592.2889793,2.029842654,60,Mn,6,P2_1/c,14
qmof-1023a71.cif,Co12 H48 C72 N30 Cl6 O24,2581.846428,1.696175272,192,Co,5.5,P-1,2
qmof-6d8b4ff.cif,Mn12 H48 C60 N24 O36,2882.823306,1.348107928,180,Mn,5.666666667,P2_1/c,14
qmof-f85a28f.cif,Co4 H96 C116 N16 Cl8 O32,4416.578757,1.03222976,272,Co,6,P4_2/n,86
qmof-e0eb4a6.cif,Ni2 H28 C32 N8 O12,817.9048196,1.693211846,82,Ni,6,C2/c,15
qmof-ee19259.cif,Ni2 H16 C8 O14,385.4704371,1.953990685,40,Ni,6,P2_1,4
qmof-22c2e9c.cif,Co4 H48 C60 N20 O24,2518.24041,1.100464022,156,Co,6,Cc,9
qmof-e8a6a82.cif,Ni2 H52 C72 N16,1750.555805,1.193953825,142,Ni,6,P1,1
qmof-d1ed4a4.cif,Co2 H44 C48 N8 O8,1059.779794,1.533619877,110,Co,4,P-1,2
qmof-acaab75.cif,Fe2 H32 C32 S4 N20,962.7981097,1.615493961,90,Fe,6,C222_1,20
qmof-920fac3.cif,Co4 H128 C196 N24 O16,5296.716396,1.038009267,368,Co,6,C2/c,15
qmof-82d634f.cif,Mn12 H40 C32 O48,2036.32295,1.510139609,132,Mn,6,P1,1
qmof-c43329d.cif,Mn2 H24 C28 S4 N12 O8,1254.42665,1.184355719,78,Mn,6,P2_1/c,14
qmof-ed8a8ec.cif,Co2 H26 C28 N2 O14,668.837783,1.818290423,72,Co,6,P-1,2
qmof-aae514f.cif,Co6 H66 C108 N6 O24,2762.403994,1.313632506,210,Co,5,P-1,2
qmof-542a344.cif,Co1 H26 C30 N4 O6,612.4711897,1.619905177,67,Co,6,P-1,2
qmof-b7f954d.cif,Fe1 H24 C34 S2 N14 O2,890.9971082,1.454834422,77,Fe,6,P1,1
qmof-2bd5e0f.cif,Co8 H120 C192 N16 O36,13815.19103,0.444554161,372,Co,6,C2,5
qmof-1dca0c6.cif,Mn2 H24 C36 N4 O8,830.2605907,1.500963869,74,Mn,6,P-1,2
qmof-6328652.cif,Co6 H30 C34 N14 O14,1184.583407,1.69937313,98,Co,5.666666667,P-1,2
qmof-f07eae0.cif,Co4 H24 C32 S8 N16,963.6836153,1.938321505,84,Co,4,P2_12_12_1,19
qmof-e2b9aa4.cif,Co2 H26 C38 N10 O8,870.8490728,1.656139226,84,Co,5,P-1,2
qmof-9dd2a8a.cif,Co2 H16 C16 S4 N12,543.6111266,1.901531945,50,Co,4,P2_1/c,14
qmof-b0602aa.cif,Co6 H24 C48 N24 O12 F12,1639.92241,1.731940928,126,Co,4,R3m,160
qmof-1cd4692.cif,Ni6 H30 C30 O24,1304.67811,1.434022683,90,Ni,6,R-3,148
qmof-fdeb493.cif,Ni4 H48 C56 N8 O20,2678.864414,0.860248346,136,Ni,6,P2_12_12_1,19
qmof-23a9d66.cif,Mn2 H28 C30 N4 O8,702.9339702,1.612129548,72,Mn,6,P-1,2
qmof-27cac2c.cif,Fe8 H112 C176 N16 O32,4567.666506,1.239540586,344,Fe,5,Pcca,54
qmof-abeea8c.cif,Co4 H44 C40 N8 O16,1273.977524,1.470990033,112,Co,6,P1,1
qmof-b4de016.cif,Co6 H88 C104 S2 N16 O36,2824.482115,1.502476251,252,Co,6,C2/c,15
qmof-4f76e00.cif,Mn4 H52 C32 O18,876.9455802,1.788450321,106,Mn,6,C2/c,15
qmof-50bd2e1.cif,Co2 H24 C38 N8 O8,806.60325,1.726229738,80,Co,5,P1,1
qmof-b4350be.cif,Ni4 H28 C36 N4 O20,1146.112884,1.552285825,92,Ni,6,P1,1
qmof-bf91379.cif,Co9 H144 C186 N6 O42,7288.103837,0.835167097,387,Co,5.333333333,P3_221,154
qmof-6919937.cif,Ni2 H24 C32 N20 O8,859.533565,1.804495896,86,Ni,6,P-1,2
qmof-bd1d6cf.cif,Ni2 H32 C44 S4 N12,1094.081464,1.478971908,94,Ni,6,C2/c,15
qmof-7714b19.cif,Co1 H20 C20 N2 O8,442.5071798,1.783651184,51,Co,6,P-1,2
qmof-04fb851.cif,Ni4 H68 C96 N8 O22,2347.262958,1.358547353,198,Ni,6,C2,5
qmof-6236874.cif,Ni4 H52 C84 N28 O16,2242.169138,1.439911505,184,Ni,6,P-1,2
qmof-5583708.cif,Mn1 H32 C30 N14,714.4007947,1.495987199,77,Mn,6,P-1,2
qmof-1a422b8.cif,Co2 H32 C40 Br4 N12,982.8336076,1.88932214,90,Co,4,P-1,2
qmof-65d9b71.cif,Mn4 H12 C8 N36 O4,648.082936,2.296200537,64,Mn,6,P2_1/c,14
qmof-8a8743f.cif,Co2 H16 C24 N4 O8,808.282853,1.245527751,54,Co,6,Pc,7
qmof-1b73980.cif,Mn2 H16 C32 N4 O8 F12,816.1556596,1.876597292,74,Mn,6,C2/c,15
qmof-15c9789.cif,Ni4 H50 C68 N16 O16,1623.210298,1.618376766,154,Ni,6,P-1,2
qmof-bcb167f.cif,Ni3 H30 C36 N6 O18,990.3115188,1.694781493,93,Ni,6,C2,5
qmof-a3e1ee9.cif,Co8 H128 C184 N32 O36,4722.70699,1.348289303,388,Co,6,C2/c,15
qmof-a09abf4.cif,Mn2 H26 C38 N2 Cl4 O10,942.8147783,1.624422297,82,Mn,6,Cmcm,63
qmof-7d3020a.cif,Ni2 H28 C30 N20 O6,920.1625029,1.591779658,86,Ni,6,P-1,2
qmof-46a5fba.cif,Mn4 H32 C76 N8 O24,2504.492343,1.101189509,144,Mn,6,P2_1/c,14
qmof-e53ae74.cif,Mn8 P4 H8 C4 O28,599.989967,2.95439452,52,Mn,6,P2_1/c,14
qmof-be40ee3.cif,Co2 H26 C32 N4 O8 F6,812.0292936,1.689982627,78,Co,6,P-1,2
qmof-6fc44b7.cif,Co4 H72 C100 N8 O22,2276.637007,1.439374158,206,Co,6,C2/c,15
qmof-f5afc17.cif,Mn6 H100 C128 N8 O38,4606.767787,0.968842963,280,Mn,6,C2/c,15
qmof-af22f59.cif,Co4 H28 C48 N8 O16,1609.161093,1.247098604,104,Co,6,P2,3
qmof-4ac688c.cif,Ni16 H112 C192 N32 O72 F32,5786.085698,1.597422439,456,Ni,6,P4/ncc,130
qmof-51990f7.cif,Mn8 H32 C48 N8 Cl8 O24,1380.093862,2.199385103,128,Mn,6,P1,1
qmof-93ccf76.cif,Mn2 H32 C20 S2 O18,684.7849149,1.781004654,74,Mn,6,P2_1,4
qmof-5927609.cif,Ni4 H64 C96 N8 O20,2226.312894,1.405479765,192,Ni,5.5,C2,5
qmof-41cbe0b.cif,Co1 H14 C14 N12 O6,490.9547147,1.708960391,47,Co,6,P-1,2
qmof-0444ac2.cif,Mn2 H24 C32 N20,771.893228,1.717869628,78,Mn,6,C2/c,15
qmof-4cdc080.cif,Mn2 H16 C20 N28,743.6603937,1.693462089,66,Mn,6,P1,1
qmof-5253809.cif,Mn1 H20 C16 S2 N14,542.499671,1.614601564,53,Mn,6,P-1,2
qmof-92f3405.cif,Co2 H34 C32 N4 O8,793.6664541,1.507459007,80,Co,5,P-1,2
qmof-2c3bc74.cif,Ni2 H24 C40 N2 O10,899.6302577,1.495122938,78,Ni,5,P-1,2
qmof-727436c.cif,Ni8 H120 C136 N16 O52,4234.169176,1.286349158,332,Ni,6,P2_12_12_1,19
qmof-a9002ca.cif,Ni2 H52 C48 N12 O10,1240.783991,1.437851173,124,Ni,5,P1,1
qmof-90c218f.cif,Ni2 H40 C28 O10,656.8495723,1.653330193,80,Ni,6,P2_1,4
qmof-b7f8729.cif,Mn2 H34 C44 N8 O8,958.2289685,1.581581249,96,Mn,6,P-1,2
qmof-2033acd.cif,Mn3 H40 C50 N4 O12,1126.15166,1.553687117,109,Mn,6,P1,1
qmof-2ebec34.cif,Co4 B4 H60 C56 N32 O8,2285.195777,1.15411165,164,Co,6,I222,23
qmof-f2e16cf.cif,Ni2 H14 C14 N2 O12,453.2262172,1.903918331,44,Ni,6,P-1,2
qmof-dfd0917.cif,Co6 H12 C24 O18,1290.804333,1.211747495,60,Co,6,R3m,160
qmof-8e86693.cif,Mn2 H20 C24 S4 N4 O12,707.1847555,1.865731211,66,Mn,6,P-1,2
qmof-05279d0.cif,Mn4 H24 C28 N16 O8,777.8722228,1.990294577,80,Mn,6,P2_1/c,14
qmof-c031e4d.cif,Co4 H64 C104 N20 O18,2474.210355,1.421121361,210,Co,6,P-1,2
qmof-528c187.cif,Mn4 H28 C32 S8 N12 O4,1122.848801,1.657679095,88,Mn,6,P2_1/c,14
qmof-dba8b7f.cif,Co2 H38 C42 Br4 N4 O12,1106.618831,1.843057625,102,Co,6,P1,1
qmof-df558c0.cif,Co2 H16 C18 N2 O14,493.8749232,2.024726677,52,Co,6,P-1,2
qmof-63d089a.cif,Ni2 H36 C38 N6 O12,959.3480636,1.533774914,94,Ni,6,P-1,2
qmof-22994eb.cif,Co4 H24 C40 N4 O16,956.7411512,1.826511877,88,Co,5,P1,1
qmof-3486c54.cif,Co4 H32 C40 N8 O16,1008.176596,1.838887713,100,Co,4,P2_1/c,14
qmof-e08db99.cif,Mn4 H20 C24 N8 O20,785.5982353,2.029619108,76,Mn,6,P2_1/c,14
qmof-75041b5.cif,Mn2 H36 C54 N8 O10,1101.790502,1.607784817,110,Mn,6,P-1,2
qmof-e40768f.cif,Mn2 H24 C36 N4 Cl8 O12,968.7586748,1.882233877,86,Mn,6,P-1,2
