mof,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
qmof-5091dcd,3.6481,36.3664,65.513,101.7266,784,1232,1792,1624,1,6,14,22,36,120,252,180,1.4641,5.3966,11.1078,12.6082,0,-7.58,-7.56,-11.24,0,124,328,558,0,0,0,0,0,16,42,102,0,2.8,7.76,16.2,308.884966666667,648.652,1128.4948,1320.1456,1110.66666666667,2432,3352,3688,48.3333333333333,98.6666666666667,172,208,270.666666666667,658.666666666667,906.666666666667,1032,17.9592333333333,43.9208,65.5996,77.0213333333333,10.9696,11.016,28.3189333333333,24.4032,59,60,114.333333333333,113,1,1.33333333333333,3.33333333333333,3,2,7.33333333333333,10,12,0.542766666666666,0.759733333333333,1.48,1.50696666666667,36.98,95.6733333333333,149.250152,176.088409333333,0,0.92,1.87666666666667,2.07333333333333,0,2,9.66666666666667,7.33333333333333,0,0,0,0,0,-2.66666666666667,-1,-3.33333333333333,0,-0.04,0.473333333333333,0.186666666666667,0,-6.6,-1.44281333333333,-8.67140666666667,10.9696,16.524,42.4522666666667,30.6813333333333,59,90,139.666666666667,145.333333333333,1,2,5.33333333333333,3.66666666666667,4.66666666666667,17.6666666666667,20.3333333333333,23.3333333333333,0.542766666666666,1.1396,2.12966666666667,1.87663333333333,36.98,143.51,219.471221333333,211.415122,0,1.38,3.97333333333333,3.23,0,3,21.3333333333333,10,0,0,0,0,0,-2.66666666666667,4,-4,0,-0.06,1.07333333333333,0.133333333333333,0,-9.9,-0.721329999999999,-16.0714066666667
qmof-cc4910d,3.5344,35.7952,38.352,66.4392,729,1188,1296,2322,1,6,8,14,36,84,132,180,1.5876,5.6196,7.7616,12.1464,0,-7.76,-5.36,-9.02,0,118,168,292,0,0,0,0,0,22,26,54,0,3.1,3.92,8,242.1136,525.708,889.6804,1121.6612,916,2088,2968,3242,38,80,136,178,216,548,788,866,14.9926,37.1448,56.484,66.5722,9.6736,9.214,13.2470666666667,9.36933333333333,51.5,50,108.333333333333,41.3333333333333,1,1.16666666666667,1.66666666666667,1.16666666666667,1.5,3.83333333333333,4.33333333333333,4,0.557566666666667,0.671183333333333,0.979933333333333,0.563483333333333,50.315,93.6016666666667,151.215871333333,64.9808713333333,0,0.638333333333333,0.965,0.955,0,1.33333333333333,-3.16666666666667,3.5,0,0,0,0,0,-1.33333333333333,-0.666666666666667,-1.5,0,-0.026666666666667,-0.07,0.096666666666667,0,-4.9,-9.68570333333333,-3.68570333333333,7.51813333333333,12.138,25.384,17.1658666666667,187,106,144.666666666667,53.6666666666667,1,1.66666666666667,3.33333333333333,2.33333333333333,3.66666666666667,12.3333333333333,16.6666666666667,13,0.8811,1.1011,1.64,0.9425,269.16,229.766666666667,236.870152,118.470152,0,0.51,1.17,1.44666666666667,0,7.66666666666667,14.6666666666667,8.66666666666667,0,0,0,0,0,-1.33333333333333,2.66666666666667,2.66666666666667,0,0.146666666666667,0.673333333333333,0.493333333333333,0,1.5,8.65718666666667,1.25718666666667
qmof-862ede4,3.5344,35.14848,40.76216,94.57528,729,1150.2,2457,3164.4,1,5.6,9.6,16,32.4,91,164.2,240.4,1.5876,5.08032,9.08208,14.98896,0,-8.168,-3.634,-20.226,0,108.6,168.2,314.8,0,0,0,0,0,16.8,27,48.4,0,3.024,4.888,8.264,123.116,223.38,345.8884,401.347,596,1080,1600,1588,16,32,48,58,80,192,256,250,7.848,16.8476,24.2152,26.4122,11.27632,8.5527,19.508756,19.98124,60.775,46.71,105.98,96.43,1,1,2,2.43,1,3,4.43,6.43,0.539264,0.565411,1.1079,1.250147,33.82405,64.99195,105.0209,144.32552402,0,0.804,0.90935,1.9692,0,1.785,2,6.15,0,0,0,0,0,-2,-2.43,-4,0,-0.0357,-0.04,0.092,0,-5.5485,-6.387,-9.8530573,3.55008,2.6316,6.18168,5.2632,19.2,14.4,33.6,28.8,0.3,0.3,0.6,0.6,0.3,0.9,1.2,1.8,0.15987,0.16863,0.3285,0.33726,8.427,17.967,26.394,35.934,0,0.267,0.267,0.534,0,0.6,0.6,1.2,0,0,0,0,0,-0.6,-0.6,-1.2,0,-0.012,-0.012,-0.024,0,-1.8,-1.8,-3.6
qmof-d8bdba8,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,235.305066666667,498.282933333334,779.646533333333,915.7226,996.666666666667,2157.33333333333,3085.33333333333,3212,34.6666666666667,73.3333333333333,114.666666666667,139.333333333333,188,462.666666666667,653.333333333333,707.333333333333,15.0642666666667,35.9865333333333,52.7549333333334,58.9184666666667,10.1056,13.26,26.1218666666667,19.9333333333333,54,72,102.666666666667,69.3333333333333,1,1.66666666666667,3.33333333333333,2.66666666666667,3,9,12,8.66666666666667,0.552633333333333,0.957366666666667,1.505,1.12973333333333,45.87,131.456666666667,185.290152,140.143485333333,0,0.95,2.07,2.04,0,2,10,10,0,0,0,0,0,-2,-0.666666666666667,-0.666666666666667,0,-0.04,0.466666666666667,0.466666666666667,0,-7.2,-3.34281333333333,-2.74281333333333,10.1056,19.4064,32.5437333333333,38.4064,54,95,144.333333333333,186,1,2.33333333333333,4,4.66666666666667,5.66666666666667,15,22.3333333333333,28.3333333333333,0.552633333333333,1.22723333333333,1.97966666666667,2.45953333333333,45.87,143.297538,234.93266,299.525122,0,1.2,2.65,2.99333333333333,0,4,10,9.33333333333333,0,0,0,0,0,-0.666666666666667,-0.333333333333333,-1.66666666666667,0,0.086666666666667,0.3,0.146666666666667,0,-5.63570333333334,-9.70711,-15.2714066666667
qmof-44487d9,3.5344,31.584,28.764,63.826,729,1053,972,1917,1,5,6,12,25,55,90,140,1.5876,4.6242,5.8212,10.4076,0,-7.4,-4.02,-11.39,0,96,126,253,0,0,0,0,0,14,12,32,0,2.63,2.94,6.86,224.3484,476.629,775.215733333334,968.718666666667,874,1928,2841.33333333333,3014.66666666667,35.3333333333333,74,121.333333333333,157.333333333333,195.333333333333,492.666666666667,725.333333333333,837.333333333333,14.3646,34.9836666666667,53.0201333333334,63.136,11.3152,10.1184,22.5584,16.9232,61,55.2,110.6,86.6,1,1.2,2.4,2,1.6,4.8,6.4,6.4,0.53882,0.68068,1.215,1.07036,33.424,81.36,111.4010456,119.2185228,0,0.908,1.146,1.69,0,2,4.2,4.6,0,0,0,0,0,-2,-1.6,-3.2,0,-0.04,0.116,0.008,0,-6.36,-4.422844,-9.801422,1.84832,4.6512,9.17472,7.1136,9.8,25.2,37.8,21,0.2,0.6,1.2,1,1.8,5.4,7.8,5.4,0.1125,0.3465,0.57,0.3975,10.952,50.172,74.4650456,53.4595684,0,0.294,0.63,0.7,0,0.6,3,4,0,0,0,0,0,0,1,1.2,0,-0.012,0.14,0.22,0,-2.34,-1.182844,0.175734
qmof-b808abd,3.6481,21.4684,29.223,41.3706,784,1288,1008,1176,1,4,6,8,16,40,72,72,1.4641,4.2834,5.5902,6.3888,0,-3.6,-3.84,-6.38,0,66,132,182,0,0,0,0,0,6,6,14,0,1.3,2.64,4.4,104.7369,230.052,345.1174,337.1028,685,1146,1764,1658,15,32,48,48,80,192,258,220,7.365,16.5722,24.0928,22.6914,7.949,11.0415,22.9279,27.0078,152.5,90,174,260.5,1,1.5,3,3.5,2.5,7.5,12.5,10,0.80145,0.9702,1.7727,2.25165,215.56,193.23,309.066307,434.216307,0,0.505,0.695,0.45,0,6,13.5,13,0,0,0,0,0,-2,-2.5,-1.5,0,0.105,0.43,0.44,0,0.149999999999999,7.596445,9.546445,9.2416,18.582,30.2404,26.5468,49,78.75,171.5,106.75,1,2.5,3.5,3.5,6.5,15,19,18,0.5625,1.21875,1.959375,1.63875,54.76,171.3494605,230.1531535,215.4057675,0,1.4875,0.6925,1.9075,0,6.25,0,9.25,0,0,0,0,0,0.5,0.5,0.5,0,0.25,0.0125,0.44,0,-4.6553325,-5.2017775,-3.2088875
qmof-480dd0a,2.4025,30.752,31.62,59.768,625,1150,1200,2050,1,6,8,14,36,84,144,228,1.9321,6.1438,8.5624,13.6498,0,-10.54,-8,-16.86,0,104,152,268,0,0,0,0,0,22,24,46,0,3.92,4.96,9.64,56.3378,86.649,134.7992,104.0256,491,492,618,608,7,12,18,12,30,60,42,12,3.5055,6.0984,7.7174,5.0516,11.3152,10.1184,22.47328,28.64224,61,55.2,116.2,158,1,1.2,2.4,3.4,1.6,4.8,8,7.2,0.53882,0.68068,1.278,1.52482,33.424,81.36,127.2265228,167.9188156,0,0.908,1.174,2.67,0,2,3.4,5.8,0,0,0,0,0,-2,-2.8,-0.4,0,-0.04,0.032,0.432,0,-6.36,-6.561422,-7.932798,7.98848,6.4464,17.5696,17.39264,231.2,81.6,108.8,217.6,0.8,0.8,2.4,1.6,0.8,3.2,4,1.6,0.78408,0.60984,1.19592,1.15632,170.528,131.984,237.2700896,123.808,0,0.488,2.024,-0.448,0,8.8,34.4,14.4,0,0,0,0,0,-2.4,-1.6,0,0,0.176,1.168,0.416,0,2.64,18.788624,14.88
qmof-310ec70,3.5344,35.7952,35.9832,45.3832,729,1188,1809,1512,1,6,7,8,36,96,120,84,1.5876,5.6196,7.308,7.56,0,-7.76,-5.98,-9.1,0,118,122,160,0,0,0,0,0,20,22,34,0,3.1,3.02,4.08,112.3063,225.165,357.0432,389.342,436,888,1212,1124,17,34,54,62,88,210,278,278,6.7369,15.631,22.1258,23.541,10.1056,9.08506666666666,13.0296,5.848,54,48.6666666666667,70,32,1,1,1.33333333333333,0.666666666666667,1,2.33333333333333,2,2,0.552633333333333,0.562366666666667,0.74,0.374733333333333,45.87,56.47,65.8333333333333,39.9266666666667,0,0.296666666666667,0.296666666666667,0.593333333333333,0,0.666666666666667,0.666666666666667,1.33333333333333,0,0,0,0,0,-1.33333333333333,-0.666666666666667,-1.33333333333333,0,-0.013333333333333,-0.013333333333333,-0.026666666666667,0,-2,-2,-4,9.2416,16.9936,19.3952,7.04266666666667,49,91,56,18.6666666666667,1,2,2.66666666666667,1,4.66666666666667,12,11.3333333333333,5,0.5625,1.14,1.035,0.3775,54.76,138.38,129.58769,50.1084093333333,0,0.49,1.72666666666667,0.723333333333333,0,1,10.6666666666667,4.33333333333333,0,0,0,0,0,0,3.33333333333333,1.33333333333333,0,-0.02,0.62,0.246666666666667,0,-3.9,2.22148333333333,0.628593333333333
qmof-a5b4034,3.5344,21.5824,9.588,21.0184,729,1782,324,702,1,4,2,4,16,24,24,48,1.5876,5.0652,1.9404,3.8304,0,-3.96,-1.34,-3.66,0,42,42,82,0,0,0,0,0,10,2,4,0,1.02,0.98,2,122.536,259.748,372.7468,449.971,906,1232,1868,1932,20,40,60,74,100,240,316,330,9.0442,19.4372,27.7548,31.8874,6.6564,6.579,14.4222,24.51,256,96,208,224,1,1,2,4,1,3,6,8,1.0404,0.7854,1.5504,2.3256,376.36,219.22,362.78,613.315868,0,0.03,-0.43,0.82,0,10,19,50,0,0,0,0,0,-2,-4,-4,0,0.25,0.52,1.8,0,8.1,20.1,45.98578,9.2416,21.128,15.5952,15.504,49,56,154,84,1,3,2,2,9,15,12,18,0.5625,1.1325,1.3425,1.155,54.76,150.325228,227.18,167.24,0,2.17,0.95,0.98,0,13,-8,2,0,0,0,0,0,4,2,0,0,0.74,-0.29,-0.04,0,1.88578,-15.9,-7.8
qmof-a0db6b2,2.4025,29.512,46.3656666666667,55.5313333333333,625,1100,1816.66666666667,2066.66666666667,1,6,11.3333333333333,12,36,108,152,200,1.9321,6.1994,11.0736666666667,12.5470666666667,0,-9.74,-12.3466666666667,-17.2266666666667,0,106,210.666666666667,217.333333333333,0,0,0,0,0,18,42.6666666666667,38.6666666666667,0,3.88,7.78666666666667,7.65333333333333,105.8594,230.6752,306.889,229.5808,515,1120,1438,826,13,28,38,30,66,154,198,134,6.5221,14.79,19.3202,13.005,9.2416,17.4901333333333,24.1477333333333,14.9365333333333,49,93.3333333333333,128.333333333333,51.3333333333333,1,2,2.66666666666667,2,4,9.33333333333333,13.3333333333333,8,0.5625,1.135,1.505,0.85,54.76,128.76,155.646666666667,107.352614,0,0.326666666666667,0.163333333333333,1.16666666666667,0,0.666666666666667,0.333333333333333,6.66666666666667,0,0,0,0,0,-0.666666666666667,-1.33333333333333,0,0,-0.013333333333333,-0.006666666666667,0.366666666666667,0,-2.6,-1.3,0.29289,9.2416,19.7194666666667,25.0141333333333,17.8245333333333,49,95.6666666666667,128.333333333333,75.8333333333333,1,2.33333333333333,2.83333333333333,2.16666666666667,5.66666666666667,12.5,16,11.1666666666667,0.5625,1.2275,1.55375,1.03375,54.76,139.877538,166.015435666667,113.995076,0,0.606666666666667,0.385,0.723333333333333,0,2.66666666666667,1.5,4.33333333333333,0,0,0,0,0,0.5,0.166666666666667,1,0,0.113333333333333,0.053333333333333,0.246666666666667,0,-1.63570333333333,-1.46785166666667,0.628593333333333
qmof-efc74fb,3.3489,35.502,30.0303,56.5653,676,1066,2132,1664,1,6,7,11,36,90,162,162,1.5625,5.025,7.9375,9.3875,0,-8.42,-3.6,-10.78,0,115,100,222,0,0,0,0,0,21,15,39,0,3.48,2.4,6.24,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.5850666666667,22.9906666666667,64,48,106.666666666667,114.666666666667,1,1,2,2.66666666666667,1,3,4.66666666666667,7.33333333333333,0.5329,0.5621,1.10473333333333,1.4016,28.09,59.89,98.58,147.705894333333,0,0.89,1.18666666666667,2.49,0,2,2.66666666666667,7,0,0,0,0,0,-2,-2.66666666666667,-4.66666666666667,0,-0.04,-0.053333333333333,0.026666666666667,0,-6,-8,-13.7357033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-dfdcb3c,2.4025,30.752,23.715,40.393,625,1150,900,1100,1,6,6,10,36,84,108,132,1.9321,6.1438,6.4218,8.3678,0,-10.54,-6,-10.56,0,104,114,206,0,0,0,0,0,22,18,38,0,3.92,3.72,7.88,96.762,188.9762,296.1236,268.9964,423,830,1106,716,13,26,40,38,66,154,188,140,5.6725,12.6134,17.2992,14.1014,10.9696,11.016,24.3568,19.6464,59,60,112,62,1,1.33333333333333,2.66666666666667,2.33333333333333,2,6,8,6,0.542766666666667,0.759733333333333,1.29,0.917633333333333,36.98,95.6733333333333,117.395076,85.870244,0,0.92,1.15333333333333,2.08333333333333,0,2,5.33333333333333,10.3333333333333,0,0,0,0,0,-2,-1.66666666666667,-2,0,-0.04,0.226666666666667,0.46,0,-6.6,-2.07140666666667,-1.64281333333333,9.2416,20.8696,38.1216,27.7096,49,112,147,91,1,2.5,5,3.5,6.5,19.5,26.5,10.5,0.5625,1.42875,2.2725,1.39125,54.76,180.19,288.705228,147.735228,0,0.735,2.66,1.525,0,1.5,14,11.5,0,0,0,0,0,-1,2.5,4,0,-0.03,0.72,0.77,0,-5.85,-2.01422,5.93578
qmof-43de2f1,3.5344,35.5696,35.72,32.4488,729,1728,756,1080,1,6,8,6,36,84,96,108,1.5876,6.2496,5.7456,5.7204,0,-7.64,-3.96,-5.98,0,98,188,122,0,0,0,0,0,22,32,18,0,2.6,5.52,3.02,89.3368,174.244,264.1174,299.697,629,904,1418,1216,12,24,36,42,60,144,180,138,6.0135,12.4906,17.9096,18.1642,9.245,7.6755,17.458,28.595,160,72,164,168,1,1,2,4,1,3,6,8,0.78665,0.67375,1.3198,1.995,202.225,139.555,193.115,390.435617,0,0.46,0.185,2.54,0,6,10.5,34,0,0,0,0,0,-2,-4,-4,0,0.105,0.24,1.22,0,1.05,7.95,17.78578,10.1056,17.7186666666667,29.9394666666667,24.9786666666667,54,76.6666666666667,207.333333333333,74.6666666666667,1,2.33333333333333,3.33333333333333,3.33333333333333,6.33333333333333,15,18,12.6666666666667,0.552633333333333,1.14236666666667,2.00486666666667,1.3098,45.87,153.691742666667,247.143333333333,156.068607333333,0,1.51,0.796666666666667,2.86666666666667,0,6,-5,14.6666666666667,0,0,0,0,0,0.666666666666667,1.33333333333333,1.33333333333333,0,0.213333333333333,-0.2,0.706666666666667,0,-5.27140666666667,-11.9,-2.21422
qmof-c2896c6,2.4025,30.752,27.6675,51.9715,625,1150,1050,1550,1,6,7,13,36,84,126,174,1.9321,6.1438,7.4921,11.5787,0,-10.54,-7,-13.38,0,104,133,263,0,0,0,0,0,22,21,49,0,3.92,4.34,9.74,164.2787,337.3896,514.3312,595.169,656,1371,1879,1922,25,51,79,92,130,310,411,432,10.2945,24.1097,33.9495,37.4028,10.5376,12.138,24.7428,19.868,56.5,66,105,93.5,1,1.5,3,2.5,2.5,7.5,10,10,0.5477,0.85855,1.4025,1.27835,41.425,113.565,160.962614,160.186307,0,0.935,1.775,1.8,0,2,8,6,0,0,0,0,0,-2,-1,-2.5,0,-0.04,0.34,0.13,0,-6.9,-4.00711,-8.453555,9.2416,19.0608,19.38,39.976,49,73.5,105,143.5,1,2.5,2.5,5.5,6.5,12.5,19,28,0.5625,1.13625,1.44375,2.42625,54.76,144.352614,209.05,334.241535,0,1.33,1.225,3.57,0,7,2.5,18,0,0,0,0,0,1.5,-2,1,0,0.36,-0.05,0.89,0,-1.00711,-9.75,-4.467775
qmof-13463bb,3.6481,29.4904,43.548,90.4194,784,1540,2156,1624,1,5,9,20,25,70,175,150,1.4641,5.1183,8.8935,11.5918,0,-5.89,-5.61,-9.14,0,85,175,502,0,0,0,0,0,11,10,70,0,1.82,3.54,14.62,303.0271,661.3892,1171.803,1323.2428,865,2078,2724,2740,52,104,190,220,294,714,990,1136,16.5124,42.0736,62.8454,73.2884,9.2416,21.1685333333333,48.944,33.0954666666667,49,114.333333333333,119,109.666666666667,1,2.66666666666667,7,4.33333333333333,7.33333333333333,27.3333333333333,32.6666666666667,21.6666666666667,0.5625,1.535,2.5425,1.7825,54.76,213.366666666667,334.00307,206.582766,0,1.14333333333333,5.18,2.28666666666667,0,2.33333333333333,32,14.6666666666667,0,0,0,0,0,-2.33333333333333,8,3,0,-0.046666666666667,1.86,0.873333333333333,0,-9.1,6.66445,4.15007666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-9bc77ec,2.4025,29.512,39.618,74.493,625,1100,2000,2400,1,6,10,18,36,96,192,228,1.9321,6.1994,11.398,16.819,0,-9.74,-10.06,-20.16,0,106,170,354,0,0,0,0,0,20,28,70,0,3.88,5.7,12.92,228.0566,443.3064,790.8252,921.437,1534,3336,4224,4824,30,64,108,134,172,432,636,750,15.466,36.7168,56.8452,67.3926,10.1056,13.2944,30.7757333333333,31.9717333333333,54,98.6666666666667,147.333333333333,153.333333333333,1,1.66666666666667,3.66666666666667,4,3,9.33333333333333,15,18,0.552633333333333,1.0182,1.88263333333333,2.08973333333333,45.87,145.766666666667,228.165076,265.908409333333,0,0.94,1.83666666666667,2.13333333333333,0,-1.33333333333333,6.66666666666667,7.33333333333333,0,0,0,0,0,-2.33333333333333,-2,-2.66666666666667,0,-0.123333333333333,0.2,0.186666666666667,0,-9.9,-7.87140666666667,-9.87140666666667,3.5131,4.97725,7.96503333333333,7.96575,37.3333333333333,65.3333333333333,53.3333333333333,57.3333333333333,0.333333333333333,0.583333333333333,0.833333333333333,1,1.58333333333333,2.91666666666667,3.33333333333333,5.33333333333333,0.219925,0.422541666666667,0.4959,0.602533333333333,38.3858333333333,66.1008333333333,65.8633333333333,102.018161166667,0,0.005,0.301666666666667,0.6325,0,1.66666666666667,2.33333333333333,5.08333333333333,0,0,0,0,0,0.166666666666667,-0.5,-0.833333333333333,0,0.041666666666667,0.028333333333333,0.09,0,1.35,-0.650000000000001,-0.733925833333335
qmof-b5e016a,2.4025,30.752,27.6675,45.1515,625,1150,1050,1500,1,6,7,11,36,84,126,156,1.9321,6.1438,7.4921,10.5501,0,-10.54,-7,-12.08,0,104,133,215,0,0,0,0,0,22,21,40,0,3.92,4.34,7.7,181.849866666667,369.810666666667,573.571066666667,697.6854,808.666666666667,1658.66666666667,2442.66666666667,2628,26,54.6666666666667,84,106,138.666666666667,342.666666666667,486.666666666667,533.333333333333,11.7908666666667,27.5462666666667,40.5502666666667,46.6844666666667,11.1856,10.455,22.9402,24.3734,60.25,57,117.25,119,1,1.25,2.5,2.9375,1.75,5.25,8.1875,10.6875,0.5403,0.710325,1.32375,1.53691875,34.7575,86.7275,137.0381535,179.0570940625,0,0.9125,1.245,2.145,0,2,3.75,6.5625,0,0,0,0,0,-2,-2.1875,-3.5,0,-0.04,0.05,0.0875,0,-6.45,-6.7017775,-11.053110625,8.2272,10.154,17.7888,18.196,44.25,47,89.25,91.75,0.75,1.25,2,2.25,2.25,5.75,8,11,0.407075,0.637325,1.05,1.208975,27.735,77.72692075,115.0431535,151.8481535,0,1,1.0225,1.59,0,3.25,3.25,4.5,0,0,0,0,0,-1,-1,-2.25,0,0.06,0.06,0.035,0,-4.7517775,-5.2017775,-9.1767775
qmof-5c9f89c,3.5344,34.99808,41.02536,97.84648,729,1144.8,2511,3229.2,1,5.6,9.6,16.8,32.4,91,168.2,248.4,1.5876,5.08536,9.28368,15.5736,0,-8.088,-3.774,-20.462,0,108.8,166.2,334,0,0,0,0,0,16.8,26.2,50.8,0,3.02,4.728,8.808,123.017355555556,228.429,352.591911111111,407.732,581.555555555556,1080,1577.77777777778,1554.66666666667,16.4444444444444,33.1111111111111,49.7777777777778,60,82.8888888888889,199.333333333333,266.666666666667,262.222222222222,7.88146666666667,17.1812666666667,24.6254222222222,26.6965777777778,11.0913454545455,9.18463636363636,20.3606872727273,20.0854909090909,59.7045454545455,50.1,105.254545454545,92.7545454545455,1,1.09090909090909,2.18181818181818,2.48181818181818,1.27272727272727,3.81818181818182,5.48181818181818,6.75454545454546,0.541376363636363,0.61901,1.16263636363636,1.23945181818182,35.7273181818182,74.2872272727273,116.741293454546,144.870951654546,0,0.82,1.0685,1.98745454545455,0,1.80454545454545,3.09090909090909,6.77272727272727,0,0,0,0,0,-2,-2.20909090909091,-3.54545454545455,0,-0.036090909090909,0.029090909090909,0.150909090909091,0,-5.75318181818182,-5.98947454545455,-8.78589027272727,3.22734545454545,2.39236363636364,5.61970909090909,4.78472727272727,17.4545454545455,13.0909090909091,30.5454545454545,26.1818181818182,0.272727272727273,0.272727272727273,0.545454545454545,0.545454545454545,0.272727272727273,0.818181818181818,1.09090909090909,1.63636363636364,0.145336363636364,0.1533,0.298636363636364,0.3066,7.66090909090909,16.3336363636364,23.9945454545455,32.6672727272727,0,0.242727272727273,0.242727272727273,0.485454545454546,0,0.545454545454545,0.545454545454545,1.09090909090909,0,0,0,0,0,-0.545454545454545,-0.545454545454545,-1.09090909090909,0,-0.010909090909091,-0.010909090909091,-0.021818181818182,0,-1.63636363636364,-1.63636363636364,-3.27272727272727
qmof-0e5e7e0,2.4025,30.752,31.62,59.768,625,1150,1200,2050,1,6,8,14,36,84,144,204,1.9321,6.1438,8.5624,13.6498,0,-10.54,-8,-16.86,0,104,152,268,0,0,0,0,0,22,24,50,0,3.92,4.96,9.64,129.6008,256.1386,379.7596,449.7794,572,1128,1580,1598,18,36.6666666666667,54.6666666666667,66.6666666666667,91.3333333333333,220.666666666667,297.333333333333,298,7.99966666666667,18.1287333333333,25.7329333333333,27.8573333333333,11.3152,10.1184,22.47328,21.65952,61,55.2,116.2,106.2,1,1.2,2.4,2.6,1.6,4.8,7.2,8.8,0.53882,0.68068,1.278,1.35386,33.424,81.36,127.2265228,153.5650456,0,0.908,1.174,1.956,0,2,3.4,6,0,0,0,0,0,-2,-2,-3.2,0,-0.04,0.032,0.08,0,-6.36,-6.561422,-10.002844,8.94848,13.18448,14.85184,19.5704,48.2,64.4,80.8,88.4,0.8,1.4,1.6,2.4,3,5.8,7.6,11.2,0.43224,0.71994,0.89384,1.18296,27.806,64.8555366,92.596,135.4125822,0,0.524,0.908,2.026,0,2,2,7,0,0,0,0,0,0,-1.2,-1.2,0,0.06,-0.04,0.16,0,-1.821422,-6.36,-8.644266
